SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
51505,Cardiff_Metropolitan_University,Band 7,Higher Education,Cardiff Metropolitan University,Active,2015-05-21,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-21,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Wales,Request sent,Yearly Agreement
51403,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-08,Open Book Publishers Membership Scheme 2015-2018,2015-05-08,2018-02-28,Jisc Collections OBP Membership Feb 2018,2015-03-01,2018-02-28,Direct,Wales,Active,Yearly Agreement
51404,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-08,De Gruyter Open Access Membership Scheme 2015-2017,2015-05-08,2015-12-31,De Gruyter OA Membership Scheme 2015-2017,2015-01-01,2015-12-31,Direct,Wales,Request sent,Free Agreement
51405,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-08,IOP Journal Archive 1874-1998 (access period 2015 to 2019),2015-05-08,2019-12-31,Jisc Collections Institute of Physics IOP Archive Dec 2019,2015-01-01,2019-12-31,Direct,Wales,Request sent,Free Agreement
51406,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-08,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-08,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,Wales,Active,Yearly Agreement
51422,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-12,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-12,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Wales,Request sent,Yearly Agreement
51434,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2015-05-13,Journal and Highly Cited Data (JHCD) - Upgrade for JCR 3 Year Commitment Subscribers,2015-06-01,2016-09-30,Jisc Collections Thomson Reuters Journal and Highly Cited Data Upgrade Sept 2016,2014-10-01,2016-09-30,Sublicence,Wales,Active,Yearly Agreement
51347,"City_University,_London",Band 5A,Higher Education,"City University, London",Active,2015-05-01,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-01,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51379,"City_University,_London",Band 5A,Higher Education,"City University, London",Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51466,"City_University,_London",Band 5A,Higher Education,"City University, London",Active,2015-05-18,Digimap Ordnance Survey Collection®  2014-2016,2015-05-18,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,England,Active,Yearly Agreement
51409,Courtauld_Institute_of_Art,Band 10,Higher Education,Courtauld Institute of Art,Active,2015-05-11,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2015-05-11,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,England,Active,Yearly Agreement
51407,Coventry_University,Band 5A,Higher Education,Coventry University,Active,2015-05-11,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-11,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51415,Cranfield_University,Band 5B,Higher Education,Cranfield University,Active,2015-05-11,Science Classic,2015-05-11,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
51472,Cranfield_University,Band 5B,Higher Education,Cranfield University,Active,2015-05-19,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-19,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51418,Durham_University,Band 4,Higher Education,Durham University,Active,2015-05-11,Cambridge Histories Online outright purchase agreement,2015-05-11,2113-09-30,JISC Collections Cambridge University Press Cambridge Histories Online September 2016,2013-10-01,2113-09-30,Direct,England,Request sent,One-off Agreement
51442,Durham_University,Band 4,Higher Education,Durham University,Active,2015-05-13,The Literary Encyclopedia (2015 to 2018) Renewing Institutions,2015-09-01,2018-08-31,Jisc Collections LiteraryDictionary Company Literary Encyclopedia Aug 2018,2015-09-01,2018-08-31,Sublicence,England,Active,Yearly Agreement
51454,Durham_University,Band 4,Higher Education,Durham University,Active,2015-05-14,Niermeyer Online,2015-05-14,2017-12-31,Jisc Collections Koninklijke Brill Niermeyer Online Dec 2017,2015-01-01,2017-12-31,Direct,England,Request sent,One-off Agreement
51503,Durham_University,Band 4,Higher Education,Durham University,Active,2015-05-21,Open Library of Humanities Library Partnership 2015-2017 ,2015-05-21,2018-04-30,Open Library of Humanities Library Partnership Membership Contract,2015-05-01,2018-04-30,Direct,England,Request sent,Yearly Agreement
51348,Edge_Hill_University,Band 6,Higher Education,Edge Hill University,Active,2015-05-01,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-01,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51441,Edge_Hill_University,Band 6,Higher Education,Edge Hill University,Active,2015-05-13,The Literary Encyclopedia (2015 to 2018) Renewing Institutions,2015-09-01,2018-08-31,Jisc Collections LiteraryDictionary Company Literary Encyclopedia Aug 2018,2015-09-01,2018-08-31,Sublicence,England,Active,Yearly Agreement
51474,"Goldsmiths_College,_University_of_London",Band 7,Higher Education,"Goldsmiths College, University of London",Active,2015-05-19,The Literary Encyclopedia (2015 to 2018) Renewing Institutions,2015-09-01,2018-08-31,Jisc Collections LiteraryDictionary Company Literary Encyclopedia Aug 2018,2015-09-01,2018-08-31,Sublicence,England,Active,Yearly Agreement
51535,"Goldsmiths_College,_University_of_London",Band 7,Higher Education,"Goldsmiths College, University of London",Active,2015-05-28,Shakespeare Survey Online (SSO) 2015 - 2018 agreement,2015-06-01,2018-01-08,Jisc Collections CUP Cambridge Companions Online Jan 2018,2015-01-09,2018-01-08,Sublicence,England,Active,Yearly Agreement
51421,Heriot-Watt_University,Band 5B,Higher Education,Heriot-Watt University,Active,2015-05-11,Science Classic,2015-05-12,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,Scotland,Active,Free Agreement
51413,Imperial_College_London,Band 2,Higher Education,Imperial College London,Active,2015-05-11,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-11,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51450,Imperial_College_London,Band 2,Higher Education,Imperial College London,Active,2015-05-14,Very Short Introductions For Higher Education - New Orders 2014-2017,2015-06-01,2017-08-31,Jisc Collections OUP Agreement HE August 2017,2014-09-01,2017-08-31,Sublicence,England,Active,Yearly Agreement
51451,Imperial_College_London,Band 2,Higher Education,Imperial College London,Active,2015-05-14,Cambridge Books Online Evidence-based Acquisition 2014,2015-05-14,2015-07-31,Cambridge Books Online Evidence-based Acquisition,2014-08-01,2015-07-31,Direct,England,Active,NESLi2 Agreement
51543,Keele_University,Band 6,Higher Education,Keele University,Active,2015-05-29,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-29,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51392,King's_College_London,Band 2,Higher Education,King's College London,Active,2015-05-07,Science Classic,2015-05-07,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
51393,King's_College_London,Band 2,Higher Education,King's College London,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51384,Kingston_University,Band 5A,Higher Education,Kingston University,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51433,Kingston_University,Band 5A,Higher Education,Kingston University,Active,2015-05-13,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-13,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51522,Kingston_University,Band 5A,Higher Education,Kingston University,Active,2015-05-26,The Literary Encyclopedia (2015 to 2018) Renewing Institutions,2015-09-01,2018-08-31,Jisc Collections LiteraryDictionary Company Literary Encyclopedia Aug 2018,2015-09-01,2018-08-31,Sublicence,England,Active,Yearly Agreement
51376,Lancaster_University,Band 5A,Higher Education,Lancaster University,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51511,Lancaster_University,Band 5A,Higher Education,Lancaster University,Active,2015-05-22,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-22,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51525,Lancaster_University,Band 5A,Higher Education,Lancaster University,Active,2015-05-27,The Literary Encyclopedia (2015 to 2018) Renewing Institutions,2015-09-01,2018-08-31,Jisc Collections LiteraryDictionary Company Literary Encyclopedia Aug 2018,2015-09-01,2018-08-31,Sublicence,England,Active,Yearly Agreement
51512,Leeds_Metropolitan_University,Band 5B,Higher Education,Leeds Beckett University,Active,2015-05-22,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-22,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51362,Leeds_Trinity_&_All_Saints,Band 9,Higher Education,Leeds Trinity University,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51365,Leeds_Trinity_&_All_Saints,Band 9,Higher Education,Leeds Trinity University,Active,2015-05-06,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-06,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51523,Liverpool_Hope_University,Band 8,Higher Education,Liverpool Hope University,Active,2015-05-26,Childlink agreement - 2015 to 2017,2015-08-01,2017-07-31,JIsc Collections Childlink Agreement July 2017,2015-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
51346,Liverpool_John_Moores_University,Band 5A,Higher Education,Liverpool John Moores University,Active,2015-05-01,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-01,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51396,Liverpool_John_Moores_University,Band 5A,Higher Education,Liverpool John Moores University,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51518,Liverpool_John_Moores_University,Band 5A,Higher Education,Liverpool John Moores University,Active,2015-05-22,SAGE Knowledge eBooks Evidence Based Acquisition (EBA) Agreement,2015-05-22,2015-12-31,Jisc Collections SAGE Publications SAGE Knowledge EBA Dec 2015,2015-01-01,2015-12-31,Direct,England,Request sent,One-off Agreement
51410,London_Business_School,Band 6,Higher Education,London Business School,Active,2015-05-11,Scopus 2015 to 2020 Agreement - Annual Commitment,2015-05-11,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51387,London_School_of_Economics_&_Political_Science,Band 5A,Higher Education,London School of Economics & Political Science,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51520,London_School_of_Economics_&_Political_Science,Band 5A,Higher Education,London School of Economics & Political Science,Active,2015-05-22,IOP Journal Archive 1874-1998 (access period 2015 to 2019),2015-05-22,2019-12-31,Jisc Collections Institute of Physics IOP Archive Dec 2019,2015-01-01,2019-12-31,Direct,England,Request sent,Free Agreement
51377,London_School_of_Hygiene_&_Tropical_Medicine,Band 6,Higher Education,London School of Hygiene & Tropical Medicine,Active,2015-05-06,Science Classic,2015-05-11,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
51448,London_South_Bank_University,Band 5B,Higher Education,London South Bank University,Active,2015-05-14,American Society of Civil Engineers SMP 2015 Journals Offer,2015-05-14,2015-12-31,ASCE SMP Journals Collection 2015,2015-01-01,2015-12-31,Direct,England,Active,NESLi2 Agreement
51449,London_South_Bank_University,Band 5B,Higher Education,London South Bank University,Active,2015-05-14,IMechE SMP 2015-2016 offer,2015-05-14,2016-12-31,Jisc Collections SAGE IMechE SMP 2015-2016,2015-01-01,2016-12-31,Sublicence,England,Active,NESLi2 Agreement
51494,London_South_Bank_University,Band 5B,Higher Education,London South Bank University,Active,2015-05-20,Elsevier NESLi2 2012-2016 offer,2015-05-20,2016-12-31,JISC Collections Elsevier Science Direct December 2016,2012-01-01,2016-12-31,Direct,England,Request sent,NESLi2 Agreement
51371,Loughborough_University,Band 5A,Higher Education,Loughborough University,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51417,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,2015-05-11,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-11,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51424,Manchester_Metropolitan_University,Band 4,Higher Education,Manchester Metropolitan University,Active,2015-05-12,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-12,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51471,Newcastle_University,Band 3,Higher Education,Newcastle University,Active,2015-05-19,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-19,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51513,"Newman_University_College,_Birmingham",Band 9,Higher Education,Newman University,Active,2015-05-22,De Gruyter Online Journal Archive offer,2015-05-22,2018-03-16,De Gruyter Online Journal Archive 2015,2015-03-16,2018-03-16,Direct,England,Request sent,One-off Agreement
51484,Oxford_Brookes_University,Band 5B,Higher Education,Oxford Brookes University,Active,2015-05-20,SAGE Premier Jisc Collections 2015-16 Journals Agreement,2015-05-20,2016-12-31,Jisc Collections SAGE Premier agreement 2015-16,2015-01-01,2016-12-31,Sublicence,England,Active,NESLi2 Agreement
51368,Queen_Margaret_University,Band 9,Higher Education,Queen Margaret University,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Scotland,Request sent,Yearly Agreement
51383,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51386,"Queen_Mary,_University_of_London",Band 3,Higher Education,"Queen Mary, University of London",Active,2015-05-07,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-07,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51367,Queen's_University_Belfast,Band 4,Higher Education,Queen's University Belfast,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Northern Ireland,Request sent,Yearly Agreement
51399,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,2015-05-08,Bureau van Dijk Databases 2012-2015 Agreement ,2015-05-10,2015-11-30,JISC Collections Bureau van Dijk Electronic Publishing Ltd Bureau van Dijk Databases November 2015,2012-12-01,2015-11-30,Sublicence,England,Active,Yearly Agreement
51500,"Royal_Holloway,_University_of_London",Band 6,Higher Education,"Royal Holloway, University of London",Active,2015-05-21,Science Classic,2015-05-21,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
51420,Sheffield_Hallam_University,Band 4,Higher Education,Sheffield Hallam University,Active,2015-05-11,Science Classic,2015-05-11,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,England,Active,Free Agreement
51432,The_Open_University,Band 2,Higher Education,The Open University,Active,2015-05-13,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-13,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51498,University_Campus_Suffolk,Band 9,Higher Education,University Campus Suffolk,Active,2015-05-20,Elsevier NESLi2 2012-2016 offer,2015-05-20,2016-12-31,JISC Collections Elsevier Science Direct December 2016,2012-01-01,2016-12-31,Direct,England,Request sent,NESLi2 Agreement
51353,University_College_Birmingham,Band 9,Higher Education,University College Birmingham,Active,2015-05-05,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2015-05-05,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,England,Active,Yearly Agreement
51514,University_College_Birmingham,Band 9,Higher Education,University College Birmingham,Active,2015-05-22,Elsevier NESLi2 2012-2016 offer,2015-05-22,2016-12-31,JISC Collections Elsevier Science Direct December 2016,2012-01-01,2016-12-31,Direct,England,Request sent,NESLi2 Agreement
51427,University_College_London,Band 1,Higher Education,University College London,Active,2015-05-12,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-12,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51438,University_College_London,Band 1,Higher Education,University College London,Active,2015-05-13,IET eBook Ultimate Collection 2014 agreement,2015-05-13,2015-12-31,IET Ultimate eBooks Collection agreement 2014,2014-01-01,2015-12-31,Direct,England,Active,NESLi2 Agreement
51507,University_College_London,Band 1,Higher Education,University College London,Active,2015-05-21,Karger eBooks Collection 2013-15,2015-05-21,2015-12-31,Karger eBooks 2013-15,2013-01-01,2015-12-31,Direct,England,Request sent,Yearly Agreement
51532,University_College_London,Band 1,Higher Education,University College London,Active,2015-05-28,Oxford Scholarship Online For Higher Education - New Orders 2014-2017,2015-06-01,2017-08-31,Jisc Collections OUP Agreement HE August 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
51547,University_College_London,Band 1,Higher Education,University College London,Active,2015-05-29,Journal and Highly Cited Data (JHCD) - Upgrade for JCR 3 Year Commitment Subscribers,2015-06-10,2016-09-30,Jisc Collections Thomson Reuters Journal and Highly Cited Data Upgrade Sept 2016,2014-10-01,2016-09-30,Sublicence,England,Active,Yearly Agreement
51361,University_of_Aberdeen,Band 5A,Higher Education,University of Aberdeen,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Scotland,Request sent,Yearly Agreement
51400,University_of_Bath,Band 5A,Higher Education,University of Bath,Active,2015-05-08,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-08,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51391,University_of_Bedfordshire,Band 5B,Higher Education,University of Bedfordshire,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51398,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,2015-05-08,SIAM Journals Collection SMP 2015,2015-05-08,2015-12-31,SIAM Journals Collection SMP 2015,2015-01-01,2015-12-31,Direct,England,Active,NESLi2 Agreement
51423,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,2015-05-12,Childlink agreement - 2015 to 2017,2015-08-01,2017-07-31,JIsc Collections Childlink Agreement July 2017,2015-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
51460,University_of_Birmingham,Band 2,Higher Education,University of Birmingham,Active,2015-05-15,Scopus 2015 to 2020 Agreement - Annual Commitment,2015-05-15,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51419,University_of_Bolton,Band 8,Higher Education,University of Bolton,Active,2015-05-11,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-11,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51380,University_of_Bradford,Band 5B,Higher Education,University of Bradford,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51382,University_of_Bradford,Band 5B,Higher Education,University of Bradford,Active,2015-05-07,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-07,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51351,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,2015-05-01,Open Book Publishers Membership Scheme 2015-2018,2015-05-01,2018-02-28,Jisc Collections OBP Membership Feb 2018,2015-03-01,2018-02-28,Direct,England,Active,Yearly Agreement
51375,University_of_Cambridge,Band 1,Higher Education,University of Cambridge,Active,2015-05-06,Scopus 2015 to 2020 Agreement - Multi Year Commitment,2015-05-06,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,England,Request sent,Yearly Agreement
51495,University_of_Central_Lancashire,Band 5A,Higher Education,University of Central Lancashire,Active,2015-05-20,Digimap Ordnance Survey Collection®  2014-2016,2015-05-20,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,England,Active,Yearly Agreement
51496,University_of_Central_Lancashire,Band 5A,Higher Education,University of Central Lancashire,Active,2015-05-20,Foreign Broadcast Information Service Daily Reports: Jisc Collections Selection: 2014-2019,2015-05-20,2019-08-31,Jisc Collections Newsbank Readex FBIS 2014-2019 HE,2014-09-01,2019-08-31,Sublicence,England,Active,Yearly Agreement
51388,University_of_Dundee,Band 4,Higher Education,University of Dundee,Active,2015-05-07,Scopus 2015 to 2020 Agreement - Annual Commitment,2015-05-07,2020-03-31,Jisc Collections Elsevier Scopus Agreement March 2020,2015-04-01,2020-03-31,Direct,Scotland,Request sent,Yearly Agreement
